torna;datum;burkolat;eredmeny;gyoztes neve;gyoztes magassaga;gyoztes nemzetisege;gyoztes eletkora;vesztes neve;vesztes magassaga;vesztes nemzetisege;vesztes eletkora
Miami;2015-03-23;Kemény;6-0 6-2;Madison Brengle;;USA;24,97;Aleksandra Krunic;;SRB;22,02
Miami;2015-03-23;Kemény;6-2 6-0;Karin Knapp;180;ITA;27,73;Katerina Siniakova;;CZE;18,87
Miami;2015-03-23;Kemény;3-6 6-3 6-2;Bojana Jovanovski;175;SRB;23,23;Mona Barthel;185;GER;24,70
Miami;2015-03-23;Kemény;6-4 6-4;Kristina Mladenovic;184;FRA;21,86;Klara Koukalova;166;CZE;33,07
Miami;2015-03-23;Kemény;7-5 6-4;Christina Mchale;170;USA;22,86;Sorana Cirstea;176;ROU;24,96
Miami;2015-03-23;Kemény;6-4 4-6 6-4;Annika Beck;170;GER;21,10;Shuai Zhang;;CHN;26,17
Miami;2015-03-23;Kemény;6-1 6-1;Paula Badosa;;ESP;17,35;Petra Cetkovska;172;CZE;30,12
Miami;2015-03-23;Kemény;6-4 6-3;Kurumi Nara;;JPN;23,23;Ajla Tomljanovic;;CRO;21,88
Miami;2015-03-23;Kemény;5-1 RET;Daria Gavrilova;;RUS;21,05;Marina Erakovic;174;NZL;27,04
Miami;2015-03-23;Kemény;6-3 6-1;Serena Williams;175;USA;33,49;Monica Niculescu;168;ROU;27,49
Miami;2015-03-23;Kemény;6-2 6-1;Catherine Cartan Bellis;;USA;15,96;Zarina Diyas;;KAZ;21,43
Miami;2015-03-23;Kemény;6-2 6-2;Svetlana Kuznetsova;174;RUS;29,74;Alison Riske;;USA;24,72
Miami;2015-03-23;Kemény;7-5 3-6 6-4;Angelique Kerber;173;GER;27,18;Heather Watson;170;GBR;22,84
Miami;2015-03-23;Kemény;6-1 7-6(5);Sara Errani;164;ITA;27,90;Anastasia Pavlyuchenkova;177;RUS;23,72
Miami;2015-03-23;Kemény;6-1 6-3;Garbine Muguruza;182;ESP;21,45;Sesil Karatantcheva;171;KAZ;25,62
Miami;2015-03-23;Kemény;7-6(1) 6-7(5) 6-4;Sabine Lisicki;178;GER;25,50;Julia Goerges;180;GER;26,38
Miami;2015-03-23;Kemény;7-5 6-7(4) 6-3;Ana Ivanovic;183;SRB;27,38;Irina Falconi;;USA;24,88
Miami;2015-03-23;Kemény;6-4 2-6 6-1;Simona Halep;168;ROU;23,49;Nicole Vaidisova;181;CZE;25,91
Miami;2015-03-23;Kemény;6-3 6-2;Camila Giorgi;168;ITA;23,23;Alison Van Uytvanck;;BEL;20,99
Miami;2015-03-23;Kemény;6-1 6-1;Victoria Azarenka;180;BLR;25,64;Jelena Jankovic;177;SRB;30,06
Miami;2015-03-23;Kemény;6-7(1) 6-3 6-3;Flavia Pennetta;172;ITA;33,07;Tsvetana Pironkova;180;BUL;27,52
Miami;2015-03-23;Kemény;7-6(5) 6-2;Johanna Larsson;174;SWE;26,60;Lucie Safarova;177;CZE;28,13
Miami;2015-03-23;Kemény;6-4 6-2;Sloane Stephens;170;USA;22,01;Madison Keys;178;USA;20,09
Miami;2015-03-23;Kemény;6-2 4-6 6-2;Belinda Bencic;;SUI;18,03;Casey Dellacqua;;AUS;30,11
Miami;2015-03-23;Kemény;6-0 7-6(4);Tatjana Maria;;GER;27,62;Eugenie Bouchard;;CAN;21,07
Miami;2015-03-23;Kemény;6-4 7-5;Agnieszka Radwanska;170;POL;26,05;Anna Karolina Schmiedlova;;SVK;20,52
Miami;2015-03-23;Kemény;5-7 6-4 6-4;Irina Camelia Begu;181;ROU;24,57;Tereza Smitkova;;CZE;20,45
Miami;2015-03-23;Kemény;6-4 6-1;Alize Cornet;173;FRA;25,16;Elena Vesnina;176;RUS;28,64
Miami;2015-03-23;Kemény;6-3 6-1;Carla Suarez Navarro;162;ESP;26,55;Stefanie Voegele;170;SUI;25,03
Miami;2015-03-23;Kemény;6-3 6-2;Venus Williams;185;USA;34,76;Urszula Radwanska;177;POL;24,29
Miami;2015-03-23;Kemény;6-1 3-6 6-0;Samantha Stosur;172;AUS;30,98;Pauline Parmentier;175;FRA;29,14
Miami;2015-03-23;Kemény;6-2 6-4;Kaia Kanepi;181;EST;29,78;Varvara Lepchenko;180;USA;28,84
Miami;2015-03-23;Kemény;6-0 6-1;Caroline Wozniacki;177;DEN;24,70;Madison Brengle;;USA;24,97
Miami;2015-03-23;Kemény;6-1 6-3;Ekaterina Makarova;178;RUS;26,79;Karin Knapp;180;ITA;27,73
Miami;2015-03-23;Kemény;6-3 7-6(3);Elina Svitolina;174;UKR;20,53;Bojana Jovanovski;175;SRB;23,23
Miami;2015-03-23;Kemény;7-5 6-2;Kristina Mladenovic;184;FRA;21,86;Barbora Zahlavova Strycova;164;CZE;28,99
Miami;2015-03-23;Kemény;6-2 6-2;Andrea Petkovic;180;GER;27,53;Christina Mchale;170;USA;22,86
Miami;2015-03-23;Kemény;2-6 6-3 6-4;Karolina Pliskova;184;CZE;23,00;Annika Beck;170;GER;21,10
Miami;2015-03-23;Kemény;6-1 7-5;Paula Badosa;;ESP;17,35;Saisai Zheng;;CHN;21,13
Miami;2015-03-23;Kemény;6-3 7-6(9);Kurumi Nara;;JPN;23,23;Caroline Garcia;;FRA;21,43
Miami;2015-03-23;Kemény;7-6(4) 6-3;Daria Gavrilova;;RUS;21,05;Maria Sharapova;;RUS;27,93
Miami;2015-03-23;Kemény;6-1 6-1;Serena Williams;175;USA;33,49;Catherine Cartan Bellis;;USA;15,96
Miami;2015-03-23;Kemény;6-3 3-6 6-3;Svetlana Kuznetsova;174;RUS;29,74;Angelique Kerber;173;GER;27,18
Miami;2015-03-23;Kemény;4-6 6-4 6-1;Sara Errani;164;ITA;27,90;Garbine Muguruza;182;ESP;21,45
Miami;2015-03-23;Kemény;7-6(4) 7-5;Sabine Lisicki;178;GER;25,50;Ana Ivanovic;183;SRB;27,38
Miami;2015-03-23;Kemény;6-4 7-5;Simona Halep;168;ROU;23,49;Camila Giorgi;168;ITA;23,23
Miami;2015-03-23;Kemény;7-6(5) 7-6(6);Flavia Pennetta;172;ITA;33,07;Victoria Azarenka;180;BLR;25,64
Miami;2015-03-23;Kemény;6-4 6-4;Sloane Stephens;170;USA;22,01;Johanna Larsson;174;SWE;26,60
Miami;2015-03-23;Kemény;6-4 7-5;Belinda Bencic;;SUI;18,03;Tatjana Maria;;GER;27,62
Miami;2015-03-23;Kemény;6-2 4-6 6-2;Agnieszka Radwanska;170;POL;26,05;Irina Camelia Begu;181;ROU;24,57
Miami;2015-03-23;Kemény;6-0 6-4;Carla Suarez Navarro;162;ESP;26,55;Alize Cornet;173;FRA;25,16
Miami;2015-03-23;Kemény;6-4 7-6(3);Venus Williams;185;USA;34,76;Samantha Stosur;172;AUS;30,98
Miami;2015-03-23;Kemény;4-6 6-1 6-3;Caroline Wozniacki;177;DEN;24,70;Kaia Kanepi;181;EST;29,78
Miami;2015-03-23;Kemény;6-0 6-4;Ekaterina Makarova;178;RUS;26,79;Elina Svitolina;174;UKR;20,53
Miami;2015-03-23;Kemény;6-0 6-2;Andrea Petkovic;180;GER;27,53;Kristina Mladenovic;184;FRA;21,86
Miami;2015-03-23;Kemény;7-5 6-1;Karolina Pliskova;184;CZE;23,00;Paula Badosa;;ESP;17,35
Miami;2015-03-23;Kemény;6-0 7-6(5);Daria Gavrilova;;RUS;21,05;Kurumi Nara;;JPN;23,23
Miami;2015-03-23;Kemény;6-2 6-3;Serena Williams;175;USA;33,49;Svetlana Kuznetsova;174;RUS;29,74
Miami;2015-03-23;Kemény;6-1 6-2;Sabine Lisicki;178;GER;25,50;Sara Errani;164;ITA;27,90
Miami;2015-03-23;Kemény;6-3 7-5;Simona Halep;168;ROU;23,49;Flavia Pennetta;172;ITA;33,07
Miami;2015-03-23;Kemény;6-4 7-6(5);Sloane Stephens;170;USA;22,01;Belinda Bencic;;SUI;18,03
Miami;2015-03-23;Kemény;5-7 6-0 6-4;Carla Suarez Navarro;162;ESP;26,55;Agnieszka Radwanska;170;POL;26,05
Miami;2015-03-23;Kemény;6-3 7-6(1);Venus Williams;185;USA;34,76;Caroline Wozniacki;177;DEN;24,70
Miami;2015-03-23;Kemény;6-1 7-5;Andrea Petkovic;180;GER;27,53;Ekaterina Makarova;178;RUS;26,79
Miami;2015-03-23;Kemény;6-3 6-2;Karolina Pliskova;184;CZE;23,00;Daria Gavrilova;;RUS;21,05
Miami;2015-03-23;Kemény;7-6(4) 1-6 6-3;Serena Williams;175;USA;33,49;Sabine Lisicki;178;GER;25,50
Miami;2015-03-23;Kemény;6-1 7-5;Simona Halep;168;ROU;23,49;Sloane Stephens;170;USA;22,01
Miami;2015-03-23;Kemény;0-6 6-1 7-5;Carla Suarez Navarro;162;ESP;26,55;Venus Williams;185;USA;34,76
Miami;2015-03-23;Kemény;6-4 6-2;Andrea Petkovic;180;GER;27,53;Karolina Pliskova;184;CZE;23,00
Miami;2015-03-23;Kemény;6-2 4-6 7-5;Serena Williams;175;USA;33,49;Simona Halep;168;ROU;23,49
Miami;2015-03-23;Kemény;6-3 6-3;Carla Suarez Navarro;162;ESP;26,55;Andrea Petkovic;180;GER;27,53
Miami;2015-03-23;Kemény;6-2 6-0;Serena Williams;175;USA;33,49;Carla Suarez Navarro;162;ESP;26,55
Katowice Open;2015-04-06;Kemény;6-1 6-3;Agnieszka Radwanska;170;POL;26,08;Yanina Wickmayer;182;BEL;25,46
Katowice Open;2015-04-06;Kemény;6-2 6-1;An Sophie Mestach;;BEL;21,08;Magdalena Frech;;POL;17,31
Katowice Open;2015-04-06;Kemény;6-2 6-4;Klara Koukalova;166;CZE;33,11;Petra Martic;181;CRO;24,21
Katowice Open;2015-04-06;Kemény;7-5 6-4;Vera Zvonareva;172;RUS;30,58;Karin Knapp;180;ITA;27,77
Katowice Open;2015-04-06;Kemény;7-5 4-6 6-4;Camila Giorgi;168;ITA;23,27;Denisa Allertova;;CZE;22,08
Katowice Open;2015-04-06;Kemény;7-6(5) 6-4;Magda Linette;;POL;23,15;Anna Lena Friedsam;;GER;21,17
Katowice Open;2015-04-06;Kemény;6-0 6-1;Elizaveta Kulichkova;;RUS;18,98;Urszula Radwanska;177;POL;24,33
Katowice Open;2015-04-06;Kemény;6-1 6-2;Kaia Kanepi;181;EST;29,82;Shahar Peer;170;ISR;27,93
Katowice Open;2015-04-06;Kemény;6-4 6-1;Kirsten Flipkens;165;BEL;29,23;Annika Beck;170;GER;21,13
Katowice Open;2015-04-06;Kemény;6-4 6-4;Monica Niculescu;168;ROU;27,53;Kristina Mladenovic;184;FRA;21,89
Katowice Open;2015-04-06;Kemény;6-2 6-2;Carina Witthoeft;;GER;20,13;Tereza Smitkova;;CZE;20,49
Katowice Open;2015-04-06;Kemény;6-2 6-3;Alison Van Uytvanck;;BEL;21,03;Magdalena Rybarikova;180;SVK;26,50
Katowice Open;2015-04-06;Kemény;6-1 4-6 6-1;Anna Karolina Schmiedlova;;SVK;20,56;Nigina Abduraimova;;UZB;20,75
Katowice Open;2015-04-06;Kemény;4-6 7-5 6-2;Katerina Siniakova;;CZE;18,90;Maria Teresa Torro Flor;173;ESP;22,93
Katowice Open;2015-04-06;Kemény;6-0 3-6 6-2;Polona Hercog;182;SLO;24,21;Misaki Doi;159;JPN;23,94
Katowice Open;2015-04-06;Kemény;6-1 6-3;Alize Cornet;173;FRA;25,20;Kiki Bertens;182;NED;23,32
Katowice Open;2015-04-06;Kemény;6-3 6-1;Agnieszka Radwanska;170;POL;26,08;An Sophie Mestach;;BEL;21,08
Katowice Open;2015-04-06;Kemény;6-1 6-4;Klara Koukalova;166;CZE;33,11;Vera Zvonareva;172;RUS;30,58
Katowice Open;2015-04-06;Kemény;6-7(3) 6-2 6-3;Camila Giorgi;168;ITA;23,27;Magda Linette;;POL;23,15
Katowice Open;2015-04-06;Kemény;6-1 6-2;Elizaveta Kulichkova;;RUS;18,98;Kaia Kanepi;181;EST;29,82
Katowice Open;2015-04-06;Kemény;6-7(6) 6-1 6-4;Kirsten Flipkens;165;BEL;29,23;Monica Niculescu;168;ROU;27,53
Katowice Open;2015-04-06;Kemény;6-3 6-3;Alison Van Uytvanck;;BEL;21,03;Carina Witthoeft;;GER;20,13
Katowice Open;2015-04-06;Kemény;6-1 3-6 6-3;Anna Karolina Schmiedlova;;SVK;20,56;Katerina Siniakova;;CZE;18,90
Katowice Open;2015-04-06;Kemény;4-6 6-1 6-3;Alize Cornet;173;FRA;25,20;Polona Hercog;182;SLO;24,21
Katowice Open;2015-04-06;Kemény;6-1 6-1;Agnieszka Radwanska;170;POL;26,08;Klara Koukalova;166;CZE;33,11
Katowice Open;2015-04-06;Kemény;6-3 6-4;Camila Giorgi;168;ITA;23,27;Elizaveta Kulichkova;;RUS;18,98
Katowice Open;2015-04-06;Kemény;6-2 6-4;Alison Van Uytvanck;;BEL;21,03;Kirsten Flipkens;165;BEL;29,23
Katowice Open;2015-04-06;Kemény;6-2 6-0;Anna Karolina Schmiedlova;;SVK;20,56;Alize Cornet;173;FRA;25,20
Katowice Open;2015-04-06;Kemény;6-4 6-2;Camila Giorgi;168;ITA;23,27;Agnieszka Radwanska;170;POL;26,08
Katowice Open;2015-04-06;Kemény;6-4 6-1;Anna Karolina Schmiedlova;;SVK;20,56;Alison Van Uytvanck;;BEL;21,03
Katowice Open;2015-04-06;Kemény;6-4 6-3;Anna Karolina Schmiedlova;;SVK;20,56;Camila Giorgi;168;ITA;23,27
Istanbul;2015-07-20;Kemény;6-4 7-6(4);Kateryna Bondarenko;175;UKR;28,95;Venus Williams;185;USA;35,09
Istanbul;2015-07-20;Kemény;6-3 7-5;Mona Barthel;185;GER;25,02;Olga Savchuk;175;UKR;27,83
Istanbul;2015-07-20;Kemény;4-6 6-3 6-2;Daniela Hantuchova;181;SVK;32,24;Cagla Buyukakcay;;TUR;25,81
Istanbul;2015-07-20;Kemény;7-6(2) 3-6 6-3;Lesia Tsurenko;174;UKR;26,14;Daria Gavrilova;;RUS;21,37
Istanbul;2015-07-20;Kemény;6-3 7-5;Alize Cornet;173;FRA;25,49;Yanina Wickmayer;182;BEL;25,75
Istanbul;2015-07-20;Kemény;6-2 6-0;Kirsten Flipkens;165;BEL;29,52;Jelena Ostapenko;;LAT;18,11
Istanbul;2015-07-20;Kemény;6-0 6-1;Francesca Schiavone;166;ITA;35,07;Sesil Karatantcheva;171;KAZ;25,95
Istanbul;2015-07-20;Kemény;7-5 5-7 7-6(4);Camila Giorgi;168;ITA;23,55;Dominika Cibulkova;161;SVK;26,20
Istanbul;2015-07-20;Kemény;0-6 7-6(4) 7-6(3);Tsvetana Pironkova;180;BUL;27,85;Margarita Gasparyan;;RUS;20,88
Istanbul;2015-07-20;Kemény;6-4 7-6(7);Kurumi Nara;;JPN;23,55;Vitalia Diatchenko;170;RUS;24,96
Istanbul;2015-07-20;Kemény;5-7 6-3 6-4;Bojana Jovanovski;175;SRB;23,55;Yaroslava Shvedova;180;KAZ;27,85
Istanbul;2015-07-20;Kemény;6-4 3-6 6-2;Urszula Radwanska;177;POL;24,62;Jelena Jankovic;177;SRB;30,39
Istanbul;2015-07-20;Kemény;6-2 6-1;Roberta Vinci;163;ITA;32,42;Anastasia Pavlyuchenkova;177;RUS;24,05
Istanbul;2015-07-20;Kemény;6-4 2-6 6-1;Alexandra Panova;;RUS;26,38;Elizaveta Kulichkova;;RUS;19,27
Istanbul;2015-07-20;Kemény;5-7 7-5 2-0 RET;Ipek Soylu;;TUR;19,26;Anna Tatishvili;171;GEO;25,46
Istanbul;2015-07-20;Kemény;6-1 6-3;Magdalena Rybarikova;180;SVK;26,79;Elina Svitolina;174;UKR;20,85
Istanbul;2015-07-20;Kemény;6-3 4-6 6-2;Kateryna Bondarenko;175;UKR;28,95;Mona Barthel;185;GER;25,02
Istanbul;2015-07-20;Kemény;6-1 6-1;Lesia Tsurenko;174;UKR;26,14;Daniela Hantuchova;181;SVK;32,24
Istanbul;2015-07-20;Kemény;2-6 6-1 6-2;Kirsten Flipkens;165;BEL;29,52;Alize Cornet;173;FRA;25,49
Istanbul;2015-07-20;Kemény;6-4 7-6(6);Francesca Schiavone;166;ITA;35,07;Camila Giorgi;168;ITA;23,55
Istanbul;2015-07-20;Kemény;6-3 1-6 6-1;Tsvetana Pironkova;180;BUL;27,85;Kurumi Nara;;JPN;23,55
Istanbul;2015-07-20;Kemény;6-3 6-2;Urszula Radwanska;177;POL;24,62;Bojana Jovanovski;175;SRB;23,55
Istanbul;2015-07-20;Kemény;7-6(3) 6-3;Roberta Vinci;163;ITA;32,42;Alexandra Panova;;RUS;26,38
Istanbul;2015-07-20;Kemény;6-0 6-0;Magdalena Rybarikova;180;SVK;26,79;Ipek Soylu;;TUR;19,26
Istanbul;2015-07-20;Kemény;7-6(13) 7-5;Lesia Tsurenko;174;UKR;26,14;Kateryna Bondarenko;175;UKR;28,95
Istanbul;2015-07-20;Kemény;6-2 6-4;Kirsten Flipkens;165;BEL;29,52;Francesca Schiavone;166;ITA;35,07
Istanbul;2015-07-20;Kemény;6-2 3-6 7-6(5);Urszula Radwanska;177;POL;24,62;Tsvetana Pironkova;180;BUL;27,85
Istanbul;2015-07-20;Kemény;0-6 7-5 6-2;Magdalena Rybarikova;180;SVK;26,79;Roberta Vinci;163;ITA;32,42
Istanbul;2015-07-20;Kemény;6-4 6-2;Lesia Tsurenko;174;UKR;26,14;Kirsten Flipkens;165;BEL;29,52
Istanbul;2015-07-20;Kemény;6-3 4-6 6-3;Urszula Radwanska;177;POL;24,62;Magdalena Rybarikova;180;SVK;26,79
Istanbul;2015-07-20;Kemény;7-5 6-1;Lesia Tsurenko;174;UKR;26,14;Urszula Radwanska;177;POL;24,62
Baku;2015-07-27;Kemény;3-6 6-2 7-6(4);Anastasia Pavlyuchenkova;177;RUS;24,07;Elizaveta Kulichkova;;RUS;19,29
Baku;2015-07-27;Kemény;6-1 6-2;Kateryna Bondarenko;175;UKR;28,97;Valentyna Ivakhnenko;;UKR;22,08
Baku;2015-07-27;Kemény;6-1 6-7(3) 6-4;Kirsten Flipkens;165;BEL;29,54;Cagla Buyukakcay;;TUR;25,83
Baku;2015-07-27;Kemény;6-3 6-4;Vitalia Diatchenko;170;RUS;24,98;Nigina Abduraimova;;UZB;21,05
Baku;2015-07-27;Kemény;6-3 6-2;Olga Savchuk;175;UKR;27,85;Kurumi Nara;;JPN;23,57
Baku;2015-07-27;Kemény;6-4 6-2;Patricia Maria Tig;;ROU;21,00;Olga Ianchuk;;UKR;20,33
Baku;2015-07-27;Kemény;3-6 7-5 6-3;Lin Zhu;;CHN;21,49;Kristyna Pliskova;;CZE;23,35
Baku;2015-07-27;Kemény;6-4 6-2;Donna Vekic;;CRO;19,08;Francesca Schiavone;166;ITA;35,09
Baku;2015-07-27;Kemény;6-0 2-0 RET;Evgeniya Rodina;;RUS;26,47;Danka Kovinic;;MNE;20,69
Baku;2015-07-27;Kemény;6-0 6-0;Oleksandra Korashvili;;UKR;19,40;Zuleykha Safarova;;AZE;15,66
Baku;2015-07-27;Kemény;6-3 0-0 RET;Zhaoxuan Yang;;CHN;20,45;Yuliya Beygelzimer;174;UKR;31,77
Baku;2015-07-27;Kemény;6-3 7-5;Margarita Gasparyan;;RUS;20,90;Dominika Cibulkova;161;SVK;26,22
Baku;2015-07-27;Kemény;7-6(6) 7-5;Andrea Hlavackova;174;CZE;28,96;Bojana Jovanovski;175;SRB;23,57
Baku;2015-07-27;Kemény;6-4 6-1;Alexandra Panova;;RUS;26,40;Magda Linette;;POL;23,45
Baku;2015-07-27;Kemény;7-5 6-2;Anett Kontaveit;;EST;19,59;Misa Eguchi;;JPN;23,27
Baku;2015-07-27;Kemény;6-1 6-4;Karin Knapp;180;ITA;28,08;Stefanie Voegele;170;SUI;25,38
Baku;2015-07-27;Kemény;3-0 RET;Anastasia Pavlyuchenkova;177;RUS;24,07;Kateryna Bondarenko;175;UKR;28,97
Baku;2015-07-27;Kemény;6-4 7-6(5);Kirsten Flipkens;165;BEL;29,54;Vitalia Diatchenko;170;RUS;24,98
Baku;2015-07-27;Kemény;7-5 6-4;Patricia Maria Tig;;ROU;21,00;Olga Savchuk;175;UKR;27,85
Baku;2015-07-27;Kemény;6-4 0-6 6-3;Donna Vekic;;CRO;19,08;Lin Zhu;;CHN;21,49
Baku;2015-07-27;Kemény;6-1 6-1;Evgeniya Rodina;;RUS;26,47;Oleksandra Korashvili;;UKR;19,40
Baku;2015-07-27;Kemény;6-4 6-4;Margarita Gasparyan;;RUS;20,90;Zhaoxuan Yang;;CHN;20,45
Baku;2015-07-27;Kemény;7-6(4) 6-2;Alexandra Panova;;RUS;26,40;Andrea Hlavackova;174;CZE;28,96
Baku;2015-07-27;Kemény;6-1 6-0;Karin Knapp;180;ITA;28,08;Anett Kontaveit;;EST;19,59
Baku;2015-07-27;Kemény;6-1 6-3;Anastasia Pavlyuchenkova;177;RUS;24,07;Kirsten Flipkens;165;BEL;29,54
Baku;2015-07-27;Kemény;6-3 6-2;Patricia Maria Tig;;ROU;21,00;Donna Vekic;;CRO;19,08
Baku;2015-07-27;Kemény;6-3 6-2;Margarita Gasparyan;;RUS;20,90;Evgeniya Rodina;;RUS;26,47
Baku;2015-07-27;Kemény;6-2 7-6(4);Karin Knapp;180;ITA;28,08;Alexandra Panova;;RUS;26,40
Baku;2015-07-27;Kemény;6-3 6-2;Patricia Maria Tig;;ROU;21,00;Anastasia Pavlyuchenkova;177;RUS;24,07
Baku;2015-07-27;Kemény;6-3 5-7 6-3;Margarita Gasparyan;;RUS;20,90;Karin Knapp;180;ITA;28,08
Baku;2015-07-27;Kemény;6-3 5-7 6-0;Margarita Gasparyan;;RUS;20,90;Patricia Maria Tig;;ROU;21,00
Washington;2015-08-03;Kemény;7-5 7-5;Ekaterina Makarova;178;RUS;27,15;Alison Van Uytvanck;;BEL;21,36
Washington;2015-08-03;Kemény;3-6 7-5 7-6(6);Naomi Broady;;GBR;25,43;Jarmila Gajdosova;174;AUS;28,27
Washington;2015-08-03;Kemény;6-2 7-5;Polona Hercog;182;SLO;24,53;Julia Glushko;;ISR;25,59
Washington;2015-08-03;Kemény;6-4 6-0;Irina Camelia Begu;181;ROU;24,94;Madison Brengle;;USA;25,33
Washington;2015-08-03;Kemény;7-5 6-4;Belinda Bencic;;SUI;18,40;Tereza Smitkova;;CZE;20,81
Washington;2015-08-03;Kemény;7-6(2) 7-6(3);Anastasia Pavlyuchenkova;177;RUS;24,08;Magdalena Rybarikova;180;SVK;26,83
Washington;2015-08-03;Kemény;4-6 6-4 7-6(4);Yulia Putintseva;;KAZ;20,57;Kurumi Nara;;JPN;23,59
Washington;2015-08-03;Kemény;6-2 4-6 6-4;Christina Mchale;170;USA;23,23;Coco Vandeweghe;185;USA;23,66
Washington;2015-08-03;Kemény;6-3 6-3;Alize Cornet;173;FRA;25,53;An Sophie Mestach;;BEL;21,41
Washington;2015-08-03;Kemény;6-3 6-0;Louisa Chirico;;USA;19,21;Heather Watson;170;GBR;23,21
Washington;2015-08-03;Kemény;6-2 6-1;Sloane Stephens;170;USA;22,37;Magda Linette;;POL;23,47
Washington;2015-08-03;Kemény;6-2 6-4;Svetlana Kuznetsova;174;RUS;30,10;Sanaz Marand;;USA;27,12
Washington;2015-08-03;Kemény;7-5 2-1 RET;Lauren Davis;157;USA;21,82;Zarina Diyas;;KAZ;21,79
Washington;2015-08-03;Kemény;7-5 6-4;Monica Niculescu;168;ROU;27,85;Lara Arruabarrena;166;ESP;23,37
Washington;2015-08-03;Kemény;6-7(4) 6-1 6-3;Irina Falconi;;USA;25,25;Taylor Townsend;;USA;19,30
Washington;2015-08-03;Kemény;6-2 6-2;Samantha Stosur;172;AUS;31,34;Kristina Mladenovic;184;FRA;22,22
Washington;2015-08-03;Kemény;6-4 7-6(2);Ekaterina Makarova;178;RUS;27,15;Naomi Broady;;GBR;25,43
Washington;2015-08-03;Kemény;3-6 7-5 6-4;Irina Camelia Begu;181;ROU;24,94;Polona Hercog;182;SLO;24,53
Washington;2015-08-03;Kemény;6-2 6-4;Anastasia Pavlyuchenkova;177;RUS;24,08;Belinda Bencic;;SUI;18,40
Washington;2015-08-03;Kemény;6-2 1-6 7-5;Christina Mchale;170;USA;23,23;Yulia Putintseva;;KAZ;20,57
Washington;2015-08-03;Kemény;7-5 4-6 7-6(4);Louisa Chirico;;USA;19,21;Alize Cornet;173;FRA;25,53
Washington;2015-08-03;Kemény;W/O;Sloane Stephens;170;USA;22,37;Svetlana Kuznetsova;174;RUS;30,10
Washington;2015-08-03;Kemény;1-6 6-1 6-4;Monica Niculescu;168;ROU;27,85;Lauren Davis;157;USA;21,82
Washington;2015-08-03;Kemény;6-1 7-5;Samantha Stosur;172;AUS;31,34;Irina Falconi;;USA;25,25
Washington;2015-08-03;Kemény;6-4 2-6 6-1;Ekaterina Makarova;178;RUS;27,15;Irina Camelia Begu;181;ROU;24,94
Washington;2015-08-03;Kemény;2-6 6-1 7-6(5);Anastasia Pavlyuchenkova;177;RUS;24,08;Christina Mchale;170;USA;23,23
Washington;2015-08-03;Kemény;6-4 6-4;Sloane Stephens;170;USA;22,37;Louisa Chirico;;USA;19,21
Washington;2015-08-03;Kemény;4-0 RET;Samantha Stosur;172;AUS;31,34;Monica Niculescu;168;ROU;27,85
Washington;2015-08-03;Kemény;4-6 6-3 RET;Anastasia Pavlyuchenkova;177;RUS;24,08;Ekaterina Makarova;178;RUS;27,15
Washington;2015-08-03;Kemény;7-6(4) 6-0;Sloane Stephens;170;USA;22,37;Samantha Stosur;172;AUS;31,34
Washington;2015-08-03;Kemény;6-1 6-2;Sloane Stephens;170;USA;22,37;Anastasia Pavlyuchenkova;177;RUS;24,08
New Haven;2015-08-24;Kemény;6-2 7-5;Barbora Zahlavova Strycova;164;CZE;29,41;Camila Giorgi;168;ITA;23,65
New Haven;2015-08-24;Kemény;4-6 6-3 4-0 RET;Olga Savchuk;175;UKR;27,93;Olga Govortsova;182;BLR;27,00
New Haven;2015-08-24;Kemény;2-6 7-6(5) 6-2;Karolina Pliskova;184;CZE;23,43;Polona Hercog;182;SLO;24,59
New Haven;2015-08-24;Kemény;6-3 6-4;Lucie Safarova;177;CZE;28,55;Daria Gavrilova;;RUS;21,47
New Haven;2015-08-24;Kemény;7-5 5-7 6-2;Irina Camelia Begu;181;ROU;24,99;Zarina Diyas;;KAZ;21,85
New Haven;2015-08-24;Kemény;7-6(6) 6-7(5) 6-3;Dominika Cibulkova;161;SVK;26,30;Tsvetana Pironkova;180;BUL;27,95
New Haven;2015-08-24;Kemény;6-2 4-6 6-4;Kristina Mladenovic;184;FRA;22,28;Sara Errani;164;ITA;28,32
New Haven;2015-08-24;Kemény;6-3 6-1;Caroline Garcia;;FRA;21,85;Timea Bacsinszky;;SUI;26,21
New Haven;2015-08-24;Kemény;6-7(2) 6-3 6-1;Magdalena Rybarikova;180;SVK;26,89;Flavia Pennetta;172;ITA;33,49
New Haven;2015-08-24;Kemény;6-1 6-0;Roberta Vinci;163;ITA;32,51;Eugenie Bouchard;;CAN;21,49
New Haven;2015-08-24;Kemény;6-0 6-2;Caroline Wozniacki;177;DEN;25,12;Alison Riske;;USA;25,14
New Haven;2015-08-24;Kemény;6-0 6-2;Agnieszka Radwanska;170;POL;26,47;Coco Vandeweghe;185;USA;23,72
New Haven;2015-08-24;Kemény;2-6 6-0 6-2;Alize Cornet;173;FRA;25,59;Yulia Putintseva;;KAZ;20,63
New Haven;2015-08-24;Kemény;7-6(4) 4-2 RET;Madison Keys;178;USA;20,51;Elina Svitolina;174;UKR;20,95
New Haven;2015-08-24;Kemény;6-3 6-0;Lesia Tsurenko;174;UKR;26,23;Barbora Zahlavova Strycova;164;CZE;29,41
